source,target
A13809-0,A49557-0
A13809-0,A52349-1
A13809-1,A27160-0
A13809-1,A30588-0
A13809-1,A37503-0
A1381-1,A21046-0
A1381-1,A27027-118
A1381-1,A27237-0
A1381-1,A36252-0
A1381-1,A39926
A1381-1,A42826-1
A1381-1,A52370-0-2
A1381-1,A52656
A1381-1,A52657
A13814-0,A46693-0
A13824-0,A14164-0
A13824-0,A30990-0
A13824-0,A31401
A13824-0,A45481-0
A13824-0,A8666-0
A13839-0,A48486-0
A13839-0,A6134-0
A13840-0,A23861-0
A13840-0,A27025-50
A13840-0,A27466-16
A13840-0,A30530-0
A13840-0,A33125
A13840-0,A35306-0
A13840-0,A35306-1
A13840-0,A37280-2
A13840-0,A39276-0
A13840-0,A42778-0
A13840-0,A4325-0
A13840-0,A45015-0
A13840-0,A46103-0
A13840-0,A48564
A13840-0,A51001
A13840-0,A8703-0
A13887,A43434-0
A13887,A7892-0
A13939-1,A31263-0
A13940,A41765-0
A13940,A4186
A13940,A5410-0
A13967-3,A35956-8
A13967-3,A49688-9
A13967-3,A51589-2
A13967-3,A52552-0
A13967-Unknow0,A49688-9
A13967-Unknow0,A52552-Unknow0
A13969-1,A20608-11
A13969-1,A25847-0
A13971-2,A52241-15
A13971-2,A52370-0-2
A13971-3,A27014-4
A13971-3,A27237-1
A13971-3,A42820-5
A13972-4,A37113-0
A13972-4,A50757-0
A13974-2,A49493-0
A13975-3,A19171-1-0
A13975-3,A20614-0-0
A13975-3,A49673-0
A13976-2,A18683
A13976-2,A22056-1
A13976-2,A33624-0
A13976-2,A43982-4
A13976-2,A46933-1
A13976-2,A46933-3
A13976-2,A52241-0
A13976-6,A50962-2
A13977-1,A52373-0-0
A13977-1,A52373-3
A13977-10,A50083-0
A13977-10,A51802-5
A13977-10,A52373-0-0
A13977-2,A15880-0
A13977-2,A24638-0
A13977-2,A27224-4-1
A13977-2,A42967
A13977-2,A51801-0
A13977-2,A52311-1
A13988,A20462-1
A13988,A24242-1
A14055-0,A15396-1
A14055-0,A8079-0
A14061-0,A17399-0
A14061-0,A24634-0
A14061-0,A44525-1
A1409-0,A15740-0
A1409-0,A19991-0
A1409-0,A32213
A1409-0,A43680-0
A1409-0,A50240-0
A1409-0,A9494-0
A1409-1,A47780-3
A14102-1,A18422-0
A14102-1,A48970-1
A14109-0,A49683-11
A14109-0,A52373-0-0
A14109-0,A52373-0-1
A1411,A15287-0
A1411,A15725-0
A1411,A35449-0
A14114-0,A45057-0
A14119-1,A44525-0
A14121-0,A14565-1
A14121-0,A20138-0
A14121-0,A20138-1
A14121-0,A23091-1
A14121-0,A31023-0
A14121-0,A4291
A14121-0,A47042-0
A14121-4,A14565-0
A14141,A24112-0
A14141,A24122-0
A14141,A27239-0
A14141,A49218
A14141,A49491-0
A14141,A52241-0
A1416-0,A44573-0
A1416-0,A7893-4
A14164-0,A20657-0-3
A14164-0,A25346-0
A14164-0,A30990-0
A14164-0,A35487-0
A14164-0,A37978-0
A14164-0,A41492-0
A14164-0,A46768-0
A14164-0,A51085-0
A14164-0,A52567-Unknow0
A14164-0,A8666-0
A14169-0,A22511-0
A14189-1,A14831-0
A14189-1,A22809-0
A14189-1,A34416-0
A14189-1,A49334-0
A14194-0,A35213-0
A14194-0,A39316-0
A14194-0,A50063-0
A14207-0,A18423-2
A14207-0,A23885-0-37
A14207-0,A36302-0
A14207-0,A39125-0
A14207-0,A39125-1
A14207-0,A40391-3
A14207-0,A44652-0
A14258,A33939-0
A14258,A9665
A1426-0,A18653-0
A1426-0,A6091-0
A14272-0,A37185
A14272-0,A49929-0
A14274-0,A16646-0
A14274-0,A16830-1
A14274-0,A20708-0
A14274-0,A21412-0
A14274-0,A21953-0
A14274-0,A22055-1-1
A14274-0,A22102-1
A14274-0,A24757-0
A14274-0,A24757-1
A14274-0,A25783-0
A14274-0,A26491-0
A14274-0,A26500-33
A14274-0,A27009-7
A14274-0,A27022-5
A14274-0,A27222-0
A14274-0,A27222-2
A14274-0,A27922-0
A14274-0,A35956-3
A14274-0,A43982-0
A14274-0,A47311-0
A14274-0,A51296-0
A14274-0,A51321-0
A14274-0,A52163-1
A14274-0,A52554-0
A14274-0,A6082-0
A14274-0,A6737-1
A14274-0,A6998-0
A14274-0,A6998-1
A14274-0,A7810-0
A14274-0,A8047-1
A14274-0,A8296-5
A14274-0,A8523-6
A14274-0,A8531
A14274-1,A24757-1
A14274-1,A8047-1
A14296-1,A15955-0
A14296-1,A28332
A14296-1,A2945-0
A14296-1,A40945-1
A14296-1,A49537-2
A14309-0,A16750-0
A14309-0,A48279-0
A14348-0,A16766-0
A14371-2,A29388-0
A14384-2,A18987-0
A14384-2,A21740
A14384-2,A3983-0
A14384-2,A49466-0
A14384-2,A49992-0
A14386-0,A28887-2
A14386-0,A33448-1
A1439-2,A52127-0
A14400-0,A20665-7
A14400-0,A27380-0
A14400-0,A35511-0
A14400-0,A39864-0
A14400-0,A4697
A14433-0,A22283-0
A14457,A28328-0
A1446-0,A27471-2
A1446-0,A43712-0
A14496-0,A28926-0
A14517-0,A15333
A14517-0,A31050-0
A14517-0,A31050-1
A14517-0,A42820-5
A14517-0,A43662-0
A14517-0,A43662-1
A14525-0,A35812
A14525-0,A36760-0
A14525-0,A37989-0
A14525-0,A46776-0
A14544-0,A20627-5
A14544-0,A20648-1
A14544-0,A37707-0-2
A14544-0,A49678-3
A14565-0,A44525-0
A14565-1,A31023-0
A14586,A30355-1
A14586,A48453-1
A14596-0,A3310-0
A14596-0,A8909-0
A14612,A19787-1
A14612,A28242-1
A14612,A30241-1
A14612,A30553
A14612,A36602-0
A14612,A48575
A1462-0,A36124-0
A1462-3,A40255-0
A14628,A18438-0
A14628,A27374-0
A14628,A38656
A14637,A39316-3
A14637,A52109-0
A14653-0,A32130-0
A14653-0,A37412-0
A14655-1,A15598-0
A14655-1,A3515-0
A14655-1,A4122-0
A1466-0,A2680-0
A1466-0,A27016-0
A1466-1,A27016-0
A14669,A23885-3-2
A14669,A34799-0
A14674-0,A39857-1
A14674-0,A52254-6-1
A14674-0,A6433-0
A14674-0,A9047-0
A14678-2,A20053-0
A14689,A46630-0
A14689,A49935-0
A14691-0,A27220-10
A14691-0,A44759-0
A14691-0,A47773-0
A14710-0,A30704-0
A14745-0,A50404-0
A14745-0,A51157-3
A14750,A45226-0
A14769-0,A22536-0
A14769-0,A28008-0
A14769-0,A35583-0
A14769-0,A39418-0
A14769-0,A45403-1
A14769-0,A8319-0
A14769-0,A9623-0
A14769-3,A51633-0
A14769-3,A51977-0
A14773-0,A37961-0
A14783-0,A27220-0-0
A14783-0,A33763-0
A14783-0,A45957-0
A14783-0,A5079-0
A14783-0,A52163-1
A14819-0,A19791-3
A14819-0,A3159
A14819-0,A39995-0
A14819-0,A40435-1
A14819-0,A44916
A14819-0,A48505-0
A14819-0,A49203
A14819-0,A6084-0
A14831-0,A22809-0
A14831-0,A49334-0
A14845-0,A588-0
A14845-0,A9584-0
A14866-0,A38664-0
A14866-0,A39899-0
A14866-0,A41152-0
A14866-2,A29379
A14866-2,A38664-0
A14866-2,A51554-0
A14884-0,A26301-0
A14917,A22297-0
A14919-0,A32399-0
A14919-0,A4732-0
A14919-0,A49485-1
A14950,A17524
A14950,A29969-0
A14956-0,A34872-0
A14960-1,A34416-0
A14960-1,A49334-0
A14969-0,A32399-0
A14969-0,A43178
A14990,A16015-0
A15003-0,A18987-0
A15003-0,A29969-0
A15003-0,A30843-0
A15003-0,A8004-4-0
A15003-1,A18987-1
A15003-1,A43339-1
A15003-1,A4551-0
A15003-1,A46115-3-2
A15003-1,A46646-0
A15003-1,A46646-1
A15017-0,A23932-1
A15017-0,A36330-0
A15017-0,A38611-0
A15017-0,A39276-0
A15017-0,A40057-0
A15017-0,A6091-0
A15017-1,A36330-0
A15065-0,A16264-0
A15065-0,A5099-0
A15065-0,A7630-0
A15068-0,A26239-0
A15068-0,A26239-1
A15068-0,A26799-0
A15068-0,A38884-0
A15068-0,A38885
A15068-0,A5586
A15068-0,A824-1
A15069-1,A24806-0
A15087,A30355-0
A15087,A34909-1
A15087,A39995-0
A1509-0,A5874-0
A1509-0,A6782
A15098-0,A1667-0
A15098-0,A32911-0
A15098-0,A34416-0
A15098-0,A38305-0
A15098-0,A38305-2
A15098-0,A41054-0
A15098-1,A22288-10
A15098-1,A34188-0
A15098-1,A38305-0
A15098-1,A40910
A15098-1,A8275-7
A15098-1,A8275-9
A15100-0,A27922-0
A15100-0,A42811-0
A15100-0,A43982-0
A15100-1,A15209-0
A15100-1,A27025-0-0
A15105-4,A49687-7
A15105-4,A52163-1
A15116-1,A27020-1-1
A15116-1,A8006-6
A15116-9,A18012-2
A15116-9,A41118-0
A15135-0,A38645-0
A15153-0,A2689-1
A15153-0,A8304-0
A15184-0,A17486-0
A15184-0,A22332-0
A15184-0,A2551-0
A15184-0,A26710-0
A15184-0,A27460-25
A15184-0,A38738
A15184-0,A42141-1
A15184-0,A42347-0
A15184-0,A44325-1
A15184-0,A45174-3
A15184-0,A45400-1
A15192-0,A22765
A15192-0,A23877-0-3
A15192-0,A26553-0
A15192-0,A27027-16
A15192-0,A32968-2
A15192-0,A39936-0
A15192-0,A49674-79
A15192-0,A5952-0
A15209-0,A16006-0
A15209-0,A18004-2
A15209-0,A19171-1-0
A15209-0,A27025-0-0
A15209-0,A49928-0-0
A15209-0,A52384-0
A15209-0,A52384-1
A15235-2,A16028-0
A15256-0,A37144-0
A1526-0,A20161
A1526-0,A39276-0
A15260,A49673-0
A15262-0,A46646-0
A15262-0,A49466-0
A15262-0,A8385
A15287-0,A15725-0
A15287-0,A35449-0
A15290-0,A20412-0
A15290-0,A24462-0
A15290-1,A20412-0
A15290-1,A24462-0
A15290-1,A4167-0
A15305-0,A29689-0
A15305-0,A37095-2
A15305-0,A4376-1
A15305-0,A51380-0
A15333,A31050-0
A15333,A43662-1
A15337-0,A2440
A15337-0,A35830-0
A15337-0,A35830-1
A15337-0,A36380-0
A15337-0,A3967
A15337-0,A41403
A15337-0,A6650
A15337-0,A7892-0
A15337-0,A8006-9-1
A15357,A30326-1
A15386-0,A35925-0
A15386-0,A47369-0
A15396-0,A18438-0
A15396-0,A19483-1
A15396-0,A7128-0
A15396-0,A8079-0
A15396-1,A8079-0
A15469-0,A19498
A15469-0,A23883-0
A15496,A44671-0
A15501-0,A25545-0
A15501-0,A26200
A15501-0,A39994-0
A15501-0,A52343-4
A15501-0,A5511-0
A15509-1,A25772-0
A15514-0,A24757-0
A15539,A28927-0
A15539,A40585-1
A15539,A42727-1
A15539,A52150
A15539,A52274-0
A15539,A6131-0
A15550-4,A27924-13
A15550-4,A28275-4
A15550-4,A38773-0
A15550-4,A52345-1
A15550-7,A28275-4
A15550-7,A38773-0
A15550-7,A52235-3
A15550-7,A52345-1
A15550-7,A8009-17
A15552-7,A24112-0
A15552-7,A24122-0
A15552-7,A49491-0
A15552-8,A27220-0-0
A15552-8,A52163-1
A15553-2,A47394-0
A15555-0,A16363-0
A15555-0,A23929-0
A15555-0,A27925-1
A15555-0,A45894-8
A15555-0,A46776-0
A15555-0,A8015-2
A15555-1,A46924-0
A15555-9,A18573-1
A15555-9,A35135-0
A15555-9,A46776-0
A15555-9,A51360-38
A15555-9,A52236-3
A15555-Unknow0,A27010-2
A15555-Unknow0,A46776-0
A15566-0,A27021-21
A15566-0,A29637-0
A15566-0,A43980-0
A15566-0,A7232-0
A15598-0,A27448-7
A15598-0,A29490-0
A15598-0,A35117-0
A15598-0,A3515-0
A15598-0,A35492
A15598-0,A35694-0
A15598-0,A40370-2
A15598-0,A4122-0
A15598-0,A49597-0
A15598-0,A6715-0
A15599-0,A17087-0
A15599-0,A17087-1
A15599-0,A29744-0
A15599-0,A29930-0
A15599-0,A40834-1
A15599-0,A48042-0
A15599-0,A51977-0
A15653-0,A28274-0-2
A15653-0,A49687-7
A15706-1,A28638-0
A15706-1,A32404
A15706-1,A44832-0
A15706-1,A7035-0
A15725-0,A1643-0
A15725-0,A20665-7
A15725-0,A35449-0
A15725-0,A52109-0
A15740-0,A22585-0
A15740-0,A32213
A15740-0,A34003-0
A15740-0,A677-0
A15740-0,A9432-0
A15740-0,A9494-0
A1575-0,A23883-0
A15775-0,A16142-0
A15775-0,A42125-0
A15775-0,A45026-1
A15803-0,A19742-0
A15803-0,A25969
A15803-0,A39093
A15803-0,A40233-2
A15803-0,A44854-0
A15803-0,A50499-0
A15822-1,A667-0
A15843,A18117
A15843,A28926-0
A15843,A4350-0
A15843,A49985
A15855-0,A22238-0
A15858-0,A3983-0
A15858-0,A41118-0
A15858-1,A338-0
A15858-1,A41934-0
A15880-0,A27224-4-1
A15880-0,A42967
A15880-0,A51801-0
A15880-0,A52311-1
A15939,A18874-1
A15939,A20701-0
A15939,A25811
A15939,A32399-0
A15949-0,A16692-0
A15949-0,A37961-0
A15949-0,A4525-0
A15955-0,A17905-2
A15955-0,A20174-0
A15955-0,A23875-0-0
A15955-0,A24806-0
A15955-0,A28328-0
A15955-0,A2945-0
A15955-0,A36294-0
A15955-0,A39446-0
A15955-0,A40507-0
A15955-0,A40945-1
A15955-0,A43471-0
A15955-0,A49671-Unknow0
A15959,A24392-0
A15962,A33058-0
A15962,A8833
A15962,A9399-0
A15971-0,A16748-1
A15971-0,A19791-1
A15971-0,A20668-Unknow0
A15971-0,A23212-0
A15971-0,A24015-0
A15971-0,A25148
A15971-0,A27452-49
A15971-0,A38675-0
A15971-0,A39861
A15971-0,A40661-1
A15971-0,A42944
A15971-0,A45086-20
A15971-0,A52308-0
A15971-0,A7131-0
A15995-0,A4581-0
A16000-0,A16274-0
A16000-0,A37801-0
A16000-0,A38747-0
A16000-0,A42101-0
A16006-0,A18004-2
A16006-0,A22032-0
A16006-0,A22069-2
A16006-0,A25468-0
A16006-0,A27452-0-0
A16006-0,A28275-2
A16006-0,A30903-3
A16006-0,A51098-4
A16006-0,A51305-0
A16006-0,A52357-0-1
A16006-0,A6748-3
A16006-0,A8004-5-0
A16014-0,A26093-0
A16014-0,A8948-0
A16014-1,A26093-0
A16014-1,A33916-0
A16015-0,A23147-0
A16015-0,A34906-0
A16015-0,A36134
A16015-0,A39471-0
A16015-0,A46646-2
A16015-0,A48779-0
A16015-0,A49763-0
A16015-0,A8020-16
A16015-0,A8020-38
A16027,A46630-2
A16027,A46646-0
A16027,A993-0
A16028-0,A16692-0
A16028-0,A1717-3
A16028-0,A18422-0
A16028-0,A19527
A16028-0,A26134
A16028-0,A27008-6
A16028-0,A27008-7
A16028-0,A27953-0
A16028-0,A28274-0-2
A16028-0,A28274-1
A16028-0,A28274-Unknow0
A16028-0,A29143
A16028-0,A39654-0
A16028-0,A40945-0
A16028-0,A42783-0
A16028-0,A45269-Unknow1
A16028-0,A47394-0
A16028-0,A50191
A16028-0,A876
A16028-2,A18422-0
A16028-2,A20899-0
A16028-2,A23880-9
A16028-2,A24107-0
A16028-2,A25178-1
A16028-2,A26496-0-3
A16028-2,A27008-6
A16028-2,A28274-0-2
A16028-2,A34936-0
A16028-2,A39654-0
A16028-2,A40945-0
A16028-2,A51090-4
A16028-2,A51154-1
A16028-2,A52290-1
A16040-0,A27045-2
A16040-0,A29567-0
A16040-0,A39374-0
A16040-0,A39739-0
A16040-0,A41205-0
A16040-0,A43227-0
A16040-0,A51167-18
A16040-0,A51167-4
A16040-0,A6131-0
A16042,A38597-2
A16042,A46012
A16042,A6832-0
A1607-0,A38574-3
A1607-0,A42764-0
A16085-0,A8341-0
A16088-0,A41457-0
A16088-0,A41885-0
A16088-0,A52246-6
A16100,A37961-0
A16100,A50229-0
A16100,A8623-0
A16105,A18420-0
A16105,A21437
A16105,A49570-2
A16105,A6629-0
A16127,A19933-0
A16127,A29545-0
A16127,A48491-0
A16142-0,A51633-0
A16172-0,A253-0
A16172-0,A31620-0
A16172-0,A369-0
A16172-0,A6699-1
A16172-0,A6970
A16256-0,A27018-27
A16256-0,A3799-0
A16256-0,A3799-2
A16256-0,A39936-0
A16256-0,A42737-3
A16256-0,A46830-0
A16256-0,A48191-0
A16256-0,A48192-0
A16256-0,A48193-0
A16256-0,A48400-0
A16256-0,A50256-2
A16256-0,A51668
A16256-0,A8378-0
A16259-4,A50916-0
A16259-4,A52554-0
A16261-0,A16266-0
A16261-0,A28821-0
A16261-1,A28114-0
A16261-1,A52383-14
A16264-0,A29479-1
A16264-0,A46830-1
A16264-0,A5099-0
A16264-0,A7630-0
A16264-1,A8729-0
A16265-0,A46768-0
A16266-0,A18422-0
A16266-0,A23281-0
A16266-0,A23872-1
A16266-0,A25222-0
A16266-0,A27380-0
A16266-0,A28666-0
A16266-0,A28821-0
A16266-0,A30196
A16266-0,A32296-0
A16266-0,A32302-0
A16266-0,A36766-0
A16266-0,A3814-0
A16266-0,A39936-2
A16266-0,A42391-0
A16266-0,A43430-1
A16266-0,A43434-0
A16266-0,A45472-0
A16266-0,A46350-1
A16266-0,A7232-0
A16266-0,A7644-1
A16266-0,A7924-0
A16267-0,A3414-0
A16267-0,A46768-0
A16267-0,A47466-0
A16267-2,A19958-2
A16267-2,A46768-0
A16267-2,A47466-0
A16268-0,A18200-0
A16268-0,A26497-4-0
A16268-0,A39262-1
A16268-0,A4472
A16274-0,A38747-0
A16317-0,A17425-0
A16317-0,A22667-0
A16317-0,A33061-0
A16317-0,A33751-0
A16317-0,A4469-0
A16321,A19673-0
A16321,A22217-10
A16321,A23889-9
A16321,A45258-1-1
A1633,A46693-0
A16363-0,A34417-0
A16363-0,A48758-0
A16374,A27043
A16374,A29203-0
A16374,A34558
A16374,A46933-0
A16374,A49687-Unknow7
A16374,A52163-1
A16374,A5917
A16376,A2122
A16376,A22414-1
A16376,A27426-0
A16376,A28764-0
A16376,A32968-1
A16383-0,A20708-0
A16383-0,A21894-0
A16383-0,A28051-0
A16383-0,A29643-0
A16383-0,A30223-0
A16383-0,A39864-0
A16383-0,A3989
A16383-0,A42764-0
A16383-0,A45269-2
A16383-0,A48163-0
A16383-0,A7180-0
A16383-0,A9881-0
A16407-0,A25604-2
A16407-0,A7305-0
A16412-0,A18083-0
A16412-0,A2025-0
A16412-0,A22511-0
A16412-0,A3160-0
A16412-0,A39308-0
A1643-0,A20665-7
A1643-0,A52109-0
A16441-2,A21046-1
A16441-2,A27027-Unknow6
A16441-2,A27237-Unknow2
A16441-2,A42723-Unknow0
A16441-2,A52370-0-2
A16464-0,A29622-0
A16464-0,A33383-1
A16477,A27955-0
A16477,A50853-0
A16477,A51871-0
A16477,A7118
A16477,A8009-24
A16515-0,A45044-0
A16523-0,A39884-0
A16523-0,A40862-0
A16523-1,A20738-0
A16523-1,A3044-0
A16536-3,A34050-0
A16536-3,A8341-0
A16536-4,A34050-0
A16536-4,A35293-1
A16538-0,A29520-1
A16538-0,A31917-0
A16538-0,A7305-0
A16563-0,A39276-0
A16563-0,A6091-0
A16604-0,A29205-0
A16646-0,A26500-33
A16665-0,A20074-0
A1667-0,A35303-0
A1667-0,A41054-0
A1667-0,A4581-0
A16680,A18595-0
A16680,A39002-0
A1669,A49446-1
A1669,A49557-0
A16692-0,A18118-0
A16692-0,A26134
A16692-0,A2797-0
A16692-0,A37961-0
A16692-0,A50191
A16692-0,A876
A16692-1,A22327
A16692-1,A25153-1
A16692-3,A24107-1
A16692-3,A24107-2
A16692-3,A37961-0
A16692-3,A38276-2
A16692-3,A41572-1
A16692-3,A4253-2
A16692-3,A43644-1
A16692-3,A44521
A16707-0,A20074-0
A16707-0,A38716-1
A16728-0,A33285-2
A16728-0,A50156-0
A16728-0,A50756-3
A16737-0,A17895-0
A16748-1,A39861
A16748-1,A42944
A16750-0,A19395
A16750-0,A43873-0
A16750-0,A48082-0
A16750-0,A48278-0
A16750-0,A48279-0
A16765-0,A16766-0
A16765-0,A48491-0
A16766-0,A46630-0
A16766-0,A48491-0
A16766-0,A49935-0
A16766-0,A6744-2
A1678-1,A25277-0
A1678-1,A667-0
A16782-0,A40113-0
A16820-1,A22228-0
A16820-1,A37833-0
A16820-1,A49457
A16830-1,A24757-1
A16830-1,A27922-0
A16836-0,A22444-0
A16836-0,A26798-0
A16836-0,A47454-0
A16836-0,A52108-0
A16841,A22412
A16841,A26602
A16841,A30018-0
A16841,A32046-1
A16841,A4458
A16872,A50836-0
A16874,A46630-0
A16874,A49935-0
A16898-0,A33916-0
A16898-0,A36475-0
A16898-0,A47454-0
A16898-0,A52345-1
A16898-0,A7438-0
A16898-0,A9906-1
A16899-0,A7438-0
A16911-0,A19476
A16911-0,A36223-0
A16927,A30010
A16927,A32480-0
A16927,A46380-0
A16927,A51820-0-1
A16962-2,A27027-51
A16962-2,A35956-0
A16962-2,A51386-1
A16965-0,A22573-0
A16965-0,A37978-0
A16965-0,A41760-1
A16965-0,A8621-2
A17000-0,A48293-0
A17053,A18595-0
A17053,A20838-0
A17087-0,A29744-0
A17087-0,A29930-0
A17087-1,A40834-1
A17087-1,A48042-0
A17087-1,A51977-0
A17116-0,A19362-0
A17116-0,A19363-1
A17116-0,A20596-0
A17116-0,A23182-0
A17116-0,A35449-0
A17116-0,A37334-0
A17116-0,A52481
A17116-0,A52593-0
A17116-0,A5822-1
A17132,A21341-0
A17132,A24411-1
A17132,A26217-1
A17132,A31218
A17144,A41457-0
A17147,A19600-0
A17147,A1995
A17147,A32014-0
A17147,A40236-0
A17147,A9310-0
A17155-0,A34003-0
A17155-0,A34047-0
A17155-0,A9024-1
A17158-0,A46115-1
A17158-0,A50890-0
A17158-0,A7670-0
A1717-1,A19061-1
A1717-1,A27047-0-0
A1717-1,A40158-0
A1717-1,A46618-0
A1717-3,A45269-Unknow1
A17175-0,A37961-0
A17175-0,A51546-0
A17175-0,A6406-0
A17195,A51386-1
A17195,A6102
A17195,A8275-3
A17197-0,A2098-0
A17197-0,A22511-0
A17256,A26862-0
A17256,A29637-0
A17278-1,A30088-0
A17278-1,A44671-0
A17288-0,A30778-0
A17288-0,A33199-1
A17288-0,A44263-0
A17291-0,A26497-0-1
A17291-0,A36983-0
A17291-0,A45644-0
A17346-0,A23182-0
A17346-0,A24688-0
A17346-0,A35653-1
A17346-0,A40902
A17346-0,A4112-0
A17368-0,A21046-0
A17368-0,A8009-8
A17368-1,A24576-2
A17368-1,A49677-0-0
A17399-0,A29205-0
A17399-0,A31248-0
A17399-0,A34092
A17399-0,A39001-0
A17399-0,A46518-0
A17425-0,A22667-0
A17425-0,A33061-0
A17425-0,A33751-0
A17425-0,A4469-0
A17430-1,A6131-0
A17430-3,A39194-0
A17430-3,A6131-0
A17442-0,A39739-0
A17442-0,A43227-0
A17442-0,A8733
A17465-0,A25774-1
A17465-0,A2800-2
A17465-0,A7232-0
A17465-1,A25774-1
A17465-1,A33738-0
A17486-0,A42141-1
A17486-0,A44325-1
A17488-0,A18694
A17488-0,A24242-1
A17488-0,A52109-0
A17505-1,A25740-0
A17506-0,A24515
A17506-0,A26622-2
A17506-0,A44525-0
A17506-0,A6134-0
A17506-2,A44525-0
A17524,A29969-0
A17526-0,A44217-0
A17541-0,A3310-0
A17563,A177-0
A17563,A36313
A17563,A41054-0
A17578-1,A51155-2
A17581-0,A19421
A17581-0,A22297-0
A17581-0,A27751-0
A17581-0,A28291-1
A17581-0,A50051-0
A17581-0,A50675-0
A17600-1,A24462-1
A17600-1,A38680-0
A17607,A6744-2
A17622,A46115-1
A17631-1,A25791-1
A17631-1,A42723-Unknow1
A17634,A21753
A17634,A2844
A17634,A41712-0
A17638-1,A25443
A17638-1,A28821-0
A17638-1,A30050
A17638-1,A40214-0
A17638-1,A44972
A17638-1,A4656-0
A17638-1,A7639-1
A1764,A27016-0
A1764,A42686-0
A1764,A449
A17679,A6299-0
A177-0,A22238-0
A177-0,A25764
A177-0,A36313
A177-0,A3983-0
A177-0,A41054-0
A17714,A41352
A17714,A47330-2
A17714,A50063-0
A17739-0,A35608-0
A17741-0,A52370-0-2
A17741-3,A4122-0
A17741-3,A49686-24-0
A17745-5,A18573-0
A17747-3,A52556-0
A17748-2,A22056-3
A17748-2,A33335-7
A17748-2,A38299-1
A17755,A27013-2
A17755,A27025-0-0
A17755,A51793-1
A17765-0,A18841-1
A17765-0,A20164-0
A17765-0,A20653-14
A17765-0,A20653-16
A17765-0,A21636-1
A17765-0,A27027-46
A17765-0,A27027-6
A17765-0,A27597-0
A17765-0,A28273-0-0
A17765-0,A32249-1
A17765-0,A35016
A17765-0,A3559
A17765-0,A39171
A17765-0,A42739-6
A17765-0,A42783-0
A17765-0,A43433-3
A17765-0,A44456-1
A17765-0,A49428-0
A17765-0,A49673-Unknow7
A17765-0,A49681-6
A17765-0,A6832-0
A17765-4,A27027-46
A17765-4,A52659
A17771,A22189-0
A17771,A26490-2
A17778-0,A30510-0
A17778-0,A50814-1
A17830,A43532
A17830,A44515
A17830,A48917-0
A17847-0,A38619-0
A17847-0,A4122-0
A17852-0,A27027-0-2
A17852-0,A33178
A17852-1,A28328-0
A17852-4,A27027-0-2
A17852-4,A46768-0
A17890-0,A29272-0
A17890-0,A39266-0
A17894-1,A36163-0
A17894-1,A42101-0
A17895-0,A32975-0
A17895-0,A39076-0
A17895-0,A6737-13
A17895-0,A7953-0
A17895-0,A9062-0
A17895-1,A18422-0
A17905-0,A48486-0
A17905-0,A49729
A17905-0,A6799-0
A17905-1,A26622-2
A17905-1,A3378-0
A17905-1,A38645-0
A17905-1,A41934-2
A17905-1,A44760-0
A17905-1,A45267-10
A17905-1,A48486-0
A17905-1,A588-0
A17905-1,A6744-1
A17905-1,A6799-0
A17905-1,A9266
A17905-2,A32253-0
A17905-2,A36294-0
A17905-2,A52251-5
A17907-0,A18521-0
A17907-0,A21343
A17907-0,A30226
A17907-0,A38645-0
A17907-0,A50230
A17924,A22366-0
A17924,A2498-1
A17935,A22211-1
A17935,A27017-14
A17935,A38942
A17949-0,A22025-1
A17949-0,A32253-0
A17949-0,A51168-1
A17949-0,A51820-0-0
A17991-0,A23869-0
A17991-0,A40829-0
A17991-0,A42211-0
A17991-0,A49944-11
A17991-0,A6744-1
A17991-0,A7894
A17997-2,A51820-0-1
A17997-3,A51386-1
A17997-3,A7759-0
A17997-4,A8015-2
A18001-0,A20225-0
A18003-5,A46635-3
A18003-5,A51801-0
A18003-9,A24834-0
A18004-2,A22121-0
A18004-2,A27023-43
A18004-2,A27464-1
A18004-2,A47354-0
A18004-2,A51184-2
A18004-2,A8006-6
A18004-3,A26931-0
A18004-3,A30929-0
A18004-3,A52371-0-0
A18005-0,A18012-1
A18005-0,A50377
A18009-5,A27229-7
A18009-5,A8014-0
A18010-0,A18683
A18010-0,A27239-32
A18010-0,A45258-0-3
A18010-0,A49674-0-3
A18010-0,A51607-0
A18010-0,A8007-0-1
A18010-5,A49687-11
A18010-5,A51386-1
A18010-5,A52253-16
A18010-5,A5661-1
A18012-0,A34416-0
A18012-0,A38391-0
A18012-0,A46240-0
A18012-0,A49334-0
A18012-0,A9883-0
A18012-1,A18420-0
A18012-1,A22108-3
A18012-1,A24934-0
A18012-1,A27228-2
A18012-1,A27466-14
A18012-1,A50377
A18012-1,A51131-1
A18012-1,A51157-2
A18012-1,A52373-0-0
A18012-1,A52373-0-1
A18012-1,A7041
A18012-1,A9507
A18012-1,A9640-0
A18012-2,A19164-1
A18012-2,A41118-0
A18012-2,A8006-48
A18012-3,A52333-1
A18012-3,A9631-3
A18012-8,A41118-0
A18013-0,A49683-1
A18013-0,A49683-5
A18013-0,A51161-1
A18013-0,A52373-0-0
A18014-0,A27022-12
A18014-0,A28897-0
A18014-0,A35956-3
A18015-2,A27008-1
A18015-2,A27017-1-0
A18015-2,A27922-0
A18015-4,A22882-4
A18015-4,A43662-0
A18015-4,A6744-1
A18015-5,A6744-1
A18022,A9964-0
A18023-0,A21046-0
